States,Years,Quarter,District,Transaction_count,Transaction_amount
Andhra Pradesh,2024,3,krishna district,53171206,79984000000.0
Andhra Pradesh,2024,3,annamayya district,62848984,112658000000.0
Andhra Pradesh,2024,3,ananthapuramu district,91820629,142914000000.0
Andhra Pradesh,2024,3,vizianagaram district,62554001,95045700000.0
Andhra Pradesh,2024,3,tirupati district,149968579,211448000000.0
Andhra Pradesh,2024,3,alluri sitharama raju district,13047314,17711000000.0
Andhra Pradesh,2024,3,nandyal district,58218141,94767900000.0
Andhra Pradesh,2024,3,sri sathyasai district,54635514,85171800000.0
Andhra Pradesh,2024,3,palnadu district,63733956,103932000000.0
Andhra Pradesh,2024,3,prakasam district,85310768,143771000000.0
Andhra Pradesh,2024,3,parvathipuram manyam district,16244017,26358400000.0
Andhra Pradesh,2024,3,dr br ambedkar konaseema district,51948055,82595800000.0
Andhra Pradesh,2024,3,bapatla district,46247509,74276400000.0
Andhra Pradesh,2024,3,ntr district,152140699,224873000000.0
Andhra Pradesh,2024,3,kakinada district,95570509,138372000000.0
Andhra Pradesh,2024,3,anakapalli district,62265420,94198800000.0
Andhra Pradesh,2024,3,ysr district,81092780,147753000000.0
Andhra Pradesh,2024,3,west godavari district,71827279,115940000000.0
Andhra Pradesh,2024,3,eluru district,81354859,126434000000.0
Andhra Pradesh,2024,3,chittoor district,65322514,104073000000.0
Andhra Pradesh,2024,4,east godavari district,96791979,147921000000.0
Andhra Pradesh,2024,4,srikakulam district,68020232,104655000000.0
Andhra Pradesh,2024,4,visakhapatnam district,229565019,302371000000.0
Andhra Pradesh,2024,4,sri potti sriramulu nellore district,114316424,182545000000.0
Andhra Pradesh,2024,4,kurnool district,84094067,125401000000.0
Andhra Pradesh,2024,4,guntur district,139286726,201755000000.0
Andhra Pradesh,2024,4,krishna district,59157277,87816100000.0
Andhra Pradesh,2024,4,annamayya district,67565763,115548000000.0
Andhra Pradesh,2024,4,ananthapuramu district,100670947,151922000000.0
Andhra Pradesh,2024,4,vizianagaram district,68941987,103241000000.0
Andhra Pradesh,2024,4,tirupati district,159672169,217181000000.0
Andhra Pradesh,2024,4,alluri sitharama raju district,16328675,22054900000.0
Andhra Pradesh,2024,4,nandyal district,65846099,107237000000.0
Andhra Pradesh,2024,4,sri sathyasai district,59833855,91086900000.0
Andhra Pradesh,2024,4,palnadu district,68725562,111367000000.0
Andhra Pradesh,2024,4,prakasam district,90937455,149042000000.0
Andhra Pradesh,2024,4,parvathipuram manyam district,17808047,29400500000.0
Andhra Pradesh,2024,4,dr br ambedkar konaseema district,59479299,92702300000.0
Andhra Pradesh,2024,4,bapatla district,50922968,79581400000.0
Andhra Pradesh,2024,4,ntr district,171465537,247317000000.0
Andhra Pradesh,2024,4,kakinada district,106856932,150518000000.0
Andhra Pradesh,2024,4,anakapalli district,68465689,101421000000.0
Andhra Pradesh,2024,4,ysr district,87733584,154462000000.0
Andhra Pradesh,2024,4,west godavari district,80979438,126425000000.0
Andhra Pradesh,2024,4,eluru district,92216645,140703000000.0
Andhra Pradesh,2024,4,chittoor district,70763169,108341000000.0
Arunachal Pradesh,2018,1,lower dibang valley district,1356,1076240.0
Arunachal Pradesh,2018,1,lower subansiri district,1477,3650730.0
Arunachal Pradesh,2018,1,longding district,2321,4361530.0
Arunachal Pradesh,2018,1,west siang district,1887,4796680.0
Arunachal Pradesh,2018,1,kamle district,14,7971.33
Arunachal Pradesh,2018,1,upper siang district,126,186611.0
Arunachal Pradesh,2018,1,tirap district,945,1064260.0
Arunachal Pradesh,2018,1,papum pare district,14224,32555800.0
Arunachal Pradesh,2018,1,kurung kumey district,84,99416.6
Arunachal Pradesh,2018,1,siang district,252,339472.0
Arunachal Pradesh,2018,1,lower siang district,1292,2337960.0
Arunachal Pradesh,2018,1,kra daadi district,207,495375.0
Arunachal Pradesh,2018,1,changlang district,3195,5380750.0
Arunachal Pradesh,2018,1,pakke kessang district,9,9131.4
Arunachal Pradesh,2018,1,dibang valley district,2,169.889
Arunachal Pradesh,2018,1,west kameng district,5787,9540630.0
Arunachal Pradesh,2018,1,east siang district,3286,5533620.0
Arunachal Pradesh,2018,1,upper subansiri district,735,1358370.0
Arunachal Pradesh,2018,1,east kameng district,529,473825.0
Arunachal Pradesh,2018,1,lohit district,3747,11497000.0
Arunachal Pradesh,2018,1,lepa rada district,288,403149.0
Arunachal Pradesh,2018,1,tawang district,2334,5055660.0
Arunachal Pradesh,2018,1,namsai district,1400,2162980.0
Arunachal Pradesh,2018,2,lower dibang valley district,1827,2561240.0
Arunachal Pradesh,2018,2,lower subansiri district,1666,4113740.0
Arunachal Pradesh,2018,2,longding district,4634,10271200.0
Arunachal Pradesh,2018,2,west siang district,2579,7610990.0
Arunachal Pradesh,2018,2,kamle district,12,23654.1
Arunachal Pradesh,2018,2,upper siang district,240,494895.0
Arunachal Pradesh,2018,2,tirap district,1903,3126390.0
Arunachal Pradesh,2018,2,papum pare district,25363,66520900.0
Arunachal Pradesh,2018,2,kurung kumey district,83,123737.0
Arunachal Pradesh,2018,2,anjaw district,7,7871.02
Arunachal Pradesh,2018,2,siang district,336,740233.0
Arunachal Pradesh,2018,2,lower siang district,2292,2179450.0
Arunachal Pradesh,2018,2,kra daadi district,247,987136.0
Arunachal Pradesh,2018,2,changlang district,6066,13294300.0
Arunachal Pradesh,2018,2,pakke kessang district,48,58359.6
Arunachal Pradesh,2018,2,dibang valley district,68,65769.2
Arunachal Pradesh,2018,2,west kameng district,10466,25521300.0
Arunachal Pradesh,2018,2,east siang district,6363,15285600.0
Arunachal Pradesh,2018,2,upper subansiri district,1285,2911910.0
Arunachal Pradesh,2018,2,east kameng district,522,1825300.0
Arunachal Pradesh,2018,2,lohit district,6962,20520600.0
Arunachal Pradesh,2018,2,lepa rada district,511,731445.0
Arunachal Pradesh,2018,2,tawang district,5447,13722400.0
Arunachal Pradesh,2018,2,namsai district,3230,6271810.0
Arunachal Pradesh,2018,3,lower dibang valley district,2824,6074560.0
Arunachal Pradesh,2018,3,lower subansiri district,2346,5154230.0
Arunachal Pradesh,2018,3,longding district,5288,18327300.0
Arunachal Pradesh,2018,3,west siang district,3337,12966200.0
Arunachal Pradesh,2018,3,kamle district,93,30504.9
Arunachal Pradesh,2018,3,upper siang district,250,743956.0
Arunachal Pradesh,2018,3,tirap district,3322,7479260.0
Arunachal Pradesh,2018,3,papum pare district,43282,101080000.0
Arunachal Pradesh,2018,3,kurung kumey district,255,303027.0
Arunachal Pradesh,2018,3,anjaw district,13,95403.7
Arunachal Pradesh,2018,3,siang district,615,2141730.0
Arunachal Pradesh,2018,3,lower siang district,2625,3045590.0
Arunachal Pradesh,2018,3,kra daadi district,436,1606760.0
Arunachal Pradesh,2018,3,changlang district,10162,20494200.0
Arunachal Pradesh,2018,3,pakke kessang district,165,305165.0
Arunachal Pradesh,2018,3,dibang valley district,29,196467.0
Arunachal Pradesh,2018,3,west kameng district,17026,48528100.0
Arunachal Pradesh,2018,3,east siang district,10539,24885300.0
Arunachal Pradesh,2018,3,upper subansiri district,1601,4223300.0
Arunachal Pradesh,2018,3,east kameng district,1029,3132860.0
Arunachal Pradesh,2018,3,lohit district,11595,32702300.0
Arunachal Pradesh,2018,3,lepa rada district,523,1777600.0
Arunachal Pradesh,2018,3,tawang district,8715,25733800.0
Arunachal Pradesh,2018,3,namsai district,5076,10698300.0
Arunachal Pradesh,2018,4,lower dibang valley district,4227,10951300.0
Arunachal Pradesh,2018,4,lower subansiri district,3735,8884930.0
Arunachal Pradesh,2018,4,longding district,6581,22545300.0
Arunachal Pradesh,2018,4,west siang district,3813,14014000.0
Arunachal Pradesh,2018,4,kamle district,247,361497.0
Arunachal Pradesh,2018,4,upper siang district,1041,2157330.0
Arunachal Pradesh,2018,4,tirap district,5725,10811700.0
Arunachal Pradesh,2018,4,papum pare district,55224,154875000.0
Arunachal Pradesh,2018,4,kurung kumey district,444,759687.0
Arunachal Pradesh,2018,4,anjaw district,273,495578.0
Arunachal Pradesh,2018,4,siang district,822,2176630.0
Arunachal Pradesh,2018,4,lower siang district,2883,4533290.0
Arunachal Pradesh,2018,4,kra daadi district,750,3254330.0
Arunachal Pradesh,2018,4,changlang district,13950,32343000.0
Arunachal Pradesh,2018,4,pakke kessang district,297,462144.0
Arunachal Pradesh,2018,4,dibang valley district,40,97205.3
Arunachal Pradesh,2018,4,west kameng district,25439,89194900.0
Arunachal Pradesh,2018,4,shi yomi district,61,42483.8
Arunachal Pradesh,2018,4,east siang district,12893,34272100.0
Arunachal Pradesh,2018,4,upper subansiri district,2686,8771040.0
Arunachal Pradesh,2018,4,east kameng district,1750,5936860.0
Arunachal Pradesh,2018,4,lohit district,14268,40510500.0
Arunachal Pradesh,2018,4,lepa rada district,932,3023580.0
Arunachal Pradesh,2018,4,tawang district,11104,35921500.0
Arunachal Pradesh,2018,4,namsai district,7244,17643500.0
Arunachal Pradesh,2019,1,lower dibang valley district,6314,13738800.0
Arunachal Pradesh,2019,1,lower subansiri district,4994,12615000.0
Arunachal Pradesh,2019,1,longding district,7287,25349500.0
Arunachal Pradesh,2019,1,west siang district,5921,19426800.0
Arunachal Pradesh,2019,1,kamle district,391,725807.0
Arunachal Pradesh,2019,1,upper siang district,1154,2756680.0
Arunachal Pradesh,2019,1,tirap district,6877,14075700.0
Arunachal Pradesh,2019,1,papum pare district,70941,188557000.0
Arunachal Pradesh,2019,1,kurung kumey district,740,2076640.0
Arunachal Pradesh,2019,1,anjaw district,2116,4643030.0
Arunachal Pradesh,2019,1,siang district,1282,2552680.0
Arunachal Pradesh,2019,1,lower siang district,3565,6923300.0
Arunachal Pradesh,2019,1,kra daadi district,1070,3797180.0
Arunachal Pradesh,2019,1,changlang district,17589,40239100.0
Arunachal Pradesh,2019,1,pakke kessang district,545,1682920.0
Arunachal Pradesh,2019,1,dibang valley district,102,301591.0
Arunachal Pradesh,2019,1,west kameng district,34289,101334000.0
Arunachal Pradesh,2019,1,shi yomi district,19,212990.0
Arunachal Pradesh,2019,1,east siang district,15621,39284400.0
Arunachal Pradesh,2019,1,upper subansiri district,3880,14105500.0
Arunachal Pradesh,2019,1,east kameng district,2688,9107600.0
Arunachal Pradesh,2019,1,lohit district,15896,42834800.0
Arunachal Pradesh,2019,1,lepa rada district,1523,4054530.0
Arunachal Pradesh,2019,1,tawang district,13102,39489800.0
Arunachal Pradesh,2019,1,namsai district,8600,20065500.0
Arunachal Pradesh,2019,2,lower dibang valley district,5819,13737200.0
Arunachal Pradesh,2019,2,lower subansiri district,5579,14747000.0
Arunachal Pradesh,2019,2,longding district,6744,23464000.0
Arunachal Pradesh,2019,2,west siang district,8041,24549800.0
Arunachal Pradesh,2019,2,kamle district,414,1136780.0
Arunachal Pradesh,2019,2,upper siang district,1079,3993680.0
Arunachal Pradesh,2019,2,tirap district,6868,18633800.0
Arunachal Pradesh,2019,2,papum pare district,86433,246641000.0
Arunachal Pradesh,2019,2,kurung kumey district,1427,4036510.0
Arunachal Pradesh,2019,2,anjaw district,2473,5220590.0
Arunachal Pradesh,2019,2,siang district,1654,5373180.0
Arunachal Pradesh,2019,2,lower siang district,3791,7075960.0
Arunachal Pradesh,2019,2,kra daadi district,1447,4315350.0
Arunachal Pradesh,2019,2,changlang district,18631,48891000.0
Arunachal Pradesh,2019,2,pakke kessang district,687,1750140.0
Arunachal Pradesh,2019,2,dibang valley district,98,214967.0
Arunachal Pradesh,2019,2,west kameng district,37430,122521000.0
Arunachal Pradesh,2019,2,shi yomi district,13,65209.4
Arunachal Pradesh,2019,2,east siang district,16494,46549900.0
Arunachal Pradesh,2019,2,upper subansiri district,4827,18395800.0
Arunachal Pradesh,2019,2,east kameng district,2309,8996400.0
Arunachal Pradesh,2019,2,lohit district,18693,48893700.0
Arunachal Pradesh,2019,2,lepa rada district,2108,5045600.0
Arunachal Pradesh,2019,2,tawang district,15960,55915800.0
Arunachal Pradesh,2019,2,namsai district,9637,22491400.0
Arunachal Pradesh,2019,3,lower dibang valley district,8405,15177900.0
Arunachal Pradesh,2019,3,lower subansiri district,8828,21060000.0
Arunachal Pradesh,2019,3,longding district,10269,26620400.0
Arunachal Pradesh,2019,3,west siang district,11889,30014800.0
Arunachal Pradesh,2019,3,kamle district,677,968784.0
Arunachal Pradesh,2019,3,upper siang district,1419,3927440.0
Arunachal Pradesh,2019,3,tirap district,11249,21737800.0
Arunachal Pradesh,2019,3,papum pare district,117940,301518000.0
Arunachal Pradesh,2019,3,kurung kumey district,1579,3674800.0
Arunachal Pradesh,2019,3,anjaw district,4230,9665380.0
Arunachal Pradesh,2019,3,siang district,2640,6888800.0
Arunachal Pradesh,2019,3,lower siang district,5348,9507510.0
Arunachal Pradesh,2019,3,kra daadi district,2187,5520850.0
Arunachal Pradesh,2019,3,changlang district,29218,58354800.0
Arunachal Pradesh,2019,3,pakke kessang district,977,2145840.0
Arunachal Pradesh,2019,3,dibang valley district,202,675910.0
Arunachal Pradesh,2019,3,west kameng district,53939,147186000.0
Arunachal Pradesh,2019,3,shi yomi district,27,30367.8
Arunachal Pradesh,2019,3,east siang district,22611,58040100.0
Arunachal Pradesh,2019,3,upper subansiri district,7803,22099600.0
Arunachal Pradesh,2019,3,east kameng district,3814,10631300.0
Arunachal Pradesh,2019,3,lohit district,24505,54539500.0
Arunachal Pradesh,2019,3,lepa rada district,2928,4930340.0
Arunachal Pradesh,2019,3,tawang district,24097,72221000.0
Arunachal Pradesh,2019,3,namsai district,13453,25507600.0
Arunachal Pradesh,2019,4,lower dibang valley district,10376,21103100.0
Arunachal Pradesh,2019,4,lower subansiri district,11806,29634400.0
Arunachal Pradesh,2019,4,longding district,11018,29245000.0
Arunachal Pradesh,2019,4,west siang district,14581,39460300.0
Arunachal Pradesh,2019,4,kamle district,999,1620920.0
Arunachal Pradesh,2019,4,upper siang district,4165,12739600.0
Arunachal Pradesh,2019,4,tirap district,16459,38467800.0
Arunachal Pradesh,2019,4,papum pare district,143272,378838000.0
Arunachal Pradesh,2019,4,kurung kumey district,1343,4526790.0
Arunachal Pradesh,2019,4,anjaw district,5417,11888000.0
Arunachal Pradesh,2019,4,siang district,4756,8833700.0
Arunachal Pradesh,2019,4,lower siang district,6628,11985900.0
Arunachal Pradesh,2019,4,kra daadi district,2830,7804940.0
Arunachal Pradesh,2019,4,changlang district,33963,71875000.0
Arunachal Pradesh,2019,4,pakke kessang district,1194,2287740.0
Arunachal Pradesh,2019,4,dibang valley district,267,1240490.0
Arunachal Pradesh,2019,4,west kameng district,66740,198206000.0
Arunachal Pradesh,2019,4,shi yomi district,232,170773.0
Arunachal Pradesh,2019,4,east siang district,26605,72075300.0
Arunachal Pradesh,2019,4,upper subansiri district,9285,28319800.0
Arunachal Pradesh,2019,4,east kameng district,5646,19408700.0
Arunachal Pradesh,2019,4,lohit district,29281,67502300.0
Arunachal Pradesh,2019,4,lepa rada district,4245,8888750.0
Arunachal Pradesh,2019,4,tawang district,30077,91949200.0
Arunachal Pradesh,2019,4,namsai district,18290,32501300.0
Arunachal Pradesh,2020,1,lower dibang valley district,14400,29552500.0
Arunachal Pradesh,2020,1,lower subansiri district,15770,34273300.0
Arunachal Pradesh,2020,1,longding district,13240,35267400.0
Arunachal Pradesh,2020,1,west siang district,19728,47929400.0
Arunachal Pradesh,2020,1,kamle district,1434,3418980.0
Arunachal Pradesh,2020,1,upper siang district,7055,17820700.0
Arunachal Pradesh,2020,1,tirap district,18369,40877900.0
Arunachal Pradesh,2020,1,papum pare district,180373,457431000.0
Arunachal Pradesh,2020,1,kurung kumey district,2294,5942680.0
Arunachal Pradesh,2020,1,anjaw district,5025,12808700.0
Arunachal Pradesh,2020,1,siang district,5136,11962300.0
Arunachal Pradesh,2020,1,lower siang district,8047,15520300.0
Arunachal Pradesh,2020,1,kra daadi district,3407,10045500.0
Arunachal Pradesh,2020,1,changlang district,43858,93461400.0
Arunachal Pradesh,2020,1,pakke kessang district,2044,3425820.0
Arunachal Pradesh,2020,1,dibang valley district,397,878785.0
Arunachal Pradesh,2020,1,west kameng district,75363,198712000.0
Arunachal Pradesh,2020,1,shi yomi district,117,566190.0
Arunachal Pradesh,2020,1,east siang district,33743,82011500.0
Arunachal Pradesh,2020,1,upper subansiri district,12313,33686700.0
Arunachal Pradesh,2020,1,east kameng district,7379,20456100.0
Arunachal Pradesh,2020,1,lohit district,36985,83701300.0
Arunachal Pradesh,2020,1,lepa rada district,5721,11138000.0
Arunachal Pradesh,2020,1,tawang district,31865,84425200.0
Arunachal Pradesh,2020,1,namsai district,23112,46444900.0
Arunachal Pradesh,2020,2,lower dibang valley district,26234,42360100.0
Arunachal Pradesh,2020,2,lower subansiri district,25703,46133100.0
Arunachal Pradesh,2020,2,longding district,20664,54678000.0
